county,fips,state,lat,lng
Alfalfa County,40003,Oklahoma,36.731,-98.324
Greer County,40055,Oklahoma,34.9357,-99.5608
Cotton County,40033,Oklahoma,34.2902,-98.3722
Floyd County,48153,Texas,34.0725,-101.3032
Ottawa County,20143,Kansas,39.1325,-97.6502
Wirt County,54105,West Virginia,39.0225,-81.3786
Crosby County,48107,Texas,33.6146,-101.3
Crowley County,8025,Colorado,38.3266,-103.7845
Chouteau County,30015,Montana,47.8806,-110.4352
Miller County,13201,Georgia,31.164,-84.7308
Putnam County,17155,Illinois,41.2045,-89.2858
Haskell County,48207,Texas,33.1782,-99.7303
Aleutians West Census Area,2016,Alaska,52.798,-106.6061
Dixon County,31051,Nebraska,42.4931,-96.8677
Iron County,55051,Wisconsin,46.2623,-90.242
Bent County,8011,Colorado,37.9551,-103.0716
Martin County,48317,Texas,32.306,-101.9512
Covington City,51580,Virginia,37.7786,-79.9867
Lincoln County,27081,Minnesota,44.4126,-96.2671
Lincoln County,8073,Colorado,38.988,-103.514
Hartley County,48205,Texas,35.84,-102.6029
Coal County,40029,Oklahoma,34.5882,-96.2978
Lander County,32015,Nevada,39.9338,-117.0379
Morris County,20127,Kansas,38.6874,-96.6499
McCook County,46087,South Dakota,43.6743,-97.3685
Fillmore County,31059,Nebraska,40.5247,-97.5965
Audubon County,19009,Iowa,41.6846,-94.9058
Mahnomen County,27087,Minnesota,47.3253,-95.8091
Harper County,20077,Kansas,37.1916,-98.0754
Stevens County,20189,Kansas,37.1923,-101.3121
Washington County,20201,Kansas,39.7842,-97.0875
Day County,46037,South Dakota,45.3671,-97.6074
Tripp County,46123,South Dakota,43.3459,-99.884
Hansford County,48195,Texas,36.2774,-101.3546
Walworth County,46129,South Dakota,45.43,-100.0315
Norton County,20137,Kansas,39.7844,-99.9035
Pulaski County,17153,Illinois,37.2232,-89.1266
Emporia City,51595,Virginia,36.6953,-77.5356
Cook County,27031,Minnesota,47.9026,-90.5351
Stark County,17175,Illinois,41.0934,-89.7974
Lincoln County,16063,Idaho,43.0024,-114.1383
Beaver County,40007,Oklahoma,36.7497,-100.4768
Yukon-Koyukuk Census Area,2290,Alaska,65.5087,-151.3896
Phillips County,20147,Kansas,39.7846,-99.347
Delta County,48119,Texas,33.3863,-95.6723
Warren County,13301,Georgia,33.4089,-82.6767
Ransom County,38073,North Dakota,46.4562,-97.6574
Brule County,46015,South Dakota,43.7181,-99.0809
Boone County,31011,Nebraska,41.7068,-98.0673
Schley County,13249,Georgia,32.2616,-84.3147
Sheridan County,31161,Nebraska,42.5048,-102.4089
Polk County,31143,Nebraska,41.1869,-97.5684
Wheeler County,48483,Texas,35.4013,-100.2698
Jim Hogg County,48247,Texas,27.0434,-98.6973
Atchison County,29005,Missouri,40.4308,-95.4281
Lincoln County,32017,Nevada,37.6433,-114.8776
Calhoun County,5013,Arkansas,33.5581,-92.503
Johnson County,31097,Nebraska,40.3926,-96.2651
Craig County,51045,Virginia,37.4817,-80.2114
Hyde County,37095,North Carolina,35.5305,-76.2509
Pickett County,47137,Tennessee,36.5584,-85.0749
Garfield County,49017,Utah,37.8549,-111.4431
Thayer County,31169,Nebraska,40.1762,-97.5949
Rooks County,20163,Kansas,39.3502,-99.325
Gallatin County,17059,Illinois,37.7628,-88.2305
Scott County,17171,Illinois,39.6441,-90.4747
Big Stone County,27011,Minnesota,45.4261,-96.4109
Custer County,8027,Colorado,38.1087,-105.3675
Kingsbury County,46077,South Dakota,44.3696,-97.4915
Dillingham Census Area,2070,Alaska,59.7991,-158.2351
Scotland County,29199,Missouri,40.4526,-92.147
Ringgold County,19159,Iowa,40.7352,-94.244
Scott County,20171,Kansas,38.4822,-100.9069
Ouray County,8091,Colorado,38.1555,-107.7693
Dewey County,40043,Oklahoma,35.9876,-99.008
Marshall County,46091,South Dakota,45.7586,-97.5986
Mills County,48333,Texas,31.4952,-98.5955
Washington County,8121,Colorado,39.971,-103.2013
Dickey County,38021,North Dakota,46.1102,-98.5047
Toole County,30101,Montana,48.6554,-111.6957
Calhoun County,17013,Illinois,39.1693,-90.6676
Putnam County,29171,Missouri,40.4789,-93.0162
Crane County,48103,Texas,31.4285,-102.5156
Carlisle County,21039,Kentucky,36.8532,-88.971
Furnas County,31065,Nebraska,40.1764,-99.9123
Morrill County,31123,Nebraska,41.716,-103.0105
Hudspeth County,48229,Texas,31.4562,-105.3865
Musselshell County,30065,Montana,46.4966,-108.3981
Republic County,20157,Kansas,39.8278,-97.6506
Menominee County,55078,Wisconsin,45.0044,-88.71
Schuyler County,29197,Missouri,40.4703,-92.5209
Hot Springs County,56017,Wyoming,43.7189,-108.4421
Cameron County,42023,Pennsylvania,41.4368,-78.2039
Mora County,35033,New Mexico,36.0106,-104.9451
Barber County,20007,Kansas,37.2289,-98.6848
Mineral County,32021,Nevada,38.5386,-118.435
Hickman County,21105,Kentucky,36.6782,-88.9761
Hamilton County,36041,New York,43.6611,-74.4974
Tensas Parish,22107,Louisiana,32.0018,-91.3401
Oneida County,16071,Idaho,42.195,-112.5394
Sharkey County,28125,Mississippi,32.8798,-90.8132
Owsley County,21189,Kentucky,37.4192,-83.6831
Kimble County,48267,Texas,30.4868,-99.7487
Holt County,29087,Missouri,40.0944,-95.2155
Grant County,40053,Oklahoma,36.7961,-97.7861
Dunn County,38025,North Dakota,47.3568,-102.6182
Phillips County,8095,Colorado,40.5939,-102.3576
Sioux County,38085,North Dakota,46.1127,-101.0404
Guadalupe County,35019,New Mexico,34.8633,-104.7906
Mineral County,30061,Montana,47.1472,-114.9983
Wahkiakum County,53069,Washington,46.2918,-123.4244
Florence County,55037,Wisconsin,45.8485,-88.3981
Deuel County,46039,South Dakota,44.7601,-96.668
Kittson County,27069,Minnesota,48.7766,-96.7829
Bath County,51017,Virginia,38.0587,-79.7411
Mason County,48319,Texas,30.7177,-99.2262
Hidalgo County,35023,New Mexico,31.914,-108.7148
LaMoure County,38045,North Dakota,46.4569,-98.5355
Nuckolls County,31129,Nebraska,40.1764,-98.0472
Adams County,16003,Idaho,44.8895,-116.4538
Custer County,16037,Idaho,44.2411,-114.2817
Gregory County,46053,South Dakota,43.1924,-99.1856
Pope County,17151,Illinois,37.4127,-88.5615
Stafford County,20185,Kansas,38.031,-98.7174
Meade County,20119,Kansas,37.2382,-100.3662
Corson County,46031,South Dakota,45.7086,-101.1969
Union County,35059,New Mexico,36.4817,-103.471
Valley County,31175,Nebraska,41.5673,-98.9819
Storey County,32029,Nevada,39.447,-119.5294
Pierce County,38069,North Dakota,48.2496,-99.9718
Phillips County,30071,Montana,48.2592,-107.9132
Columbia County,53013,Washington,46.2975,-117.9078
Red Lake County,27125,Minnesota,47.8717,-96.0953
Haskell County,20081,Kansas,37.5622,-100.8712
Tyrrell County,37177,North Carolina,35.8172,-76.209
Norton City,51720,Virginia,36.9314,-82.6262
Hardeman County,48197,Texas,34.2903,-99.7457
Knox County,29103,Missouri,40.1282,-92.1481
Echols County,13101,Georgia,30.7101,-82.894
Ellis County,40045,Oklahoma,36.2184,-99.7547
Hemphill County,48211,Texas,35.8375,-100.2705
Sargent County,38081,North Dakota,46.1078,-97.6306
Hardin County,17069,Illinois,37.5182,-88.2668
Wells County,38103,North Dakota,47.5875,-99.6609
Edmunds County,46045,South Dakota,45.4188,-99.2153
Kearny County,20093,Kansas,38.0002,-101.3199
Lewis County,16061,Idaho,46.237,-116.4263
Lyman County,46085,South Dakota,43.8958,-99.8474
Fisher County,48151,Texas,32.7428,-100.4022
Costilla County,8023,Colorado,37.2781,-105.4283
Sutton County,48435,Texas,30.4984,-100.5382
Cavalier County,38019,North Dakota,48.7723,-98.4648
Reagan County,48383,Texas,31.3662,-101.5231
Lake of the Woods County,27077,Minnesota,48.7712,-94.9046
Harper County,40059,Oklahoma,36.7888,-99.6673
Clark County,46025,South Dakota,44.8583,-97.7295
Chase County,31029,Nebraska,40.5242,-101.698
Knox County,48275,Texas,33.6061,-99.7414
Sweet Grass County,30097,Montana,45.8139,-109.941
Kinney County,48271,Texas,29.3502,-100.418
Upton County,48461,Texas,31.3687,-102.0431
Roger Mills County,40129,Oklahoma,35.6883,-99.6958
Adams County,19003,Iowa,41.029,-94.6992
Mercer County,29129,Missouri,40.4223,-93.5686
Smith County,20183,Kansas,39.7852,-98.7855
Kimball County,31105,Nebraska,41.1977,-103.7149
Baca County,8009,Colorado,37.3192,-102.5604
Baylor County,48023,Texas,33.6165,-99.2135
Catron County,35003,New Mexico,33.9153,-108.4047
Nance County,31125,Nebraska,41.3973,-97.9922
Webster County,31181,Nebraska,40.1764,-98.5
Osborne County,20141,Kansas,39.3503,-98.768
Bennett County,46007,South Dakota,43.195,-101.664
Real County,48385,Texas,29.8317,-99.8222
Hanson County,46061,South Dakota,43.6748,-97.7873
Crockett County,48105,Texas,30.723,-101.4121
Aleutians East Borough,2013,Alaska,55.3665,-161.9813
Sheridan County,30091,Montana,48.7212,-104.5047
Harlan County,31083,Nebraska,40.1765,-99.4046
Granite County,30039,Montana,46.4045,-113.4404
Donley County,48129,Texas,34.9654,-100.814
Lipscomb County,48295,Texas,36.2777,-100.2731
Coke County,48081,Texas,31.8886,-100.5299
Jackson County,46071,South Dakota,43.6942,-101.6281
Shackelford County,48417,Texas,32.736,-99.3541
Traverse County,27155,Minnesota,45.7722,-96.4716
Chautauqua County,20019,Kansas,37.15,-96.2454
Petersburg Borough,2195,Alaska,57.1195,-132.9344
Emmons County,38029,North Dakota,46.2851,-100.2387
Foster County,38031,North Dakota,47.4571,-98.883
Woodson County,20207,Kansas,37.8867,-95.7401
Bowman County,38011,North Dakota,46.1126,-103.5206
Baker County,13007,Georgia,31.3261,-84.4447
Hand County,46059,South Dakota,44.5478,-99.0049
Stanley County,46117,South Dakota,44.4123,-100.7359
Sherman County,48421,Texas,36.2777,-101.8935
Hall County,48191,Texas,34.5308,-100.6811
Concho County,48095,Texas,31.3265,-99.864
Sherman County,31163,Nebraska,41.2206,-98.9762
Lincoln County,20105,Kansas,39.0453,-98.2077
Perkins County,46105,South Dakota,45.4905,-102.4757
Glascock County,13125,Georgia,33.2293,-82.6107
Fallon County,30025,Montana,46.334,-104.4174
Franklin County,31061,Nebraska,40.1763,-98.9528
Rush County,20165,Kansas,38.5232,-99.3092
Collingsworth County,48087,Texas,34.9649,-100.27
Clay County,13061,Georgia,31.6263,-84.9801
Douglas County,46043,South Dakota,43.3869,-98.3661
Sierra County,6091,California,39.5804,-120.5161
Schleicher County,48413,Texas,30.8975,-100.5385
Copper River Census Area,2066,Alaska,61.8834,-143.968
Perkins County,31135,Nebraska,40.8509,-101.6496
Brown County,31017,Nebraska,42.43,-99.9295
Nelson County,38063,North Dakota,47.9217,-98.192
Cochran County,48079,Texas,33.6042,-102.8285
Jewell County,20089,Kansas,39.7847,-98.2183
Ness County,20135,Kansas,38.4794,-99.9162
Decatur County,20039,Kansas,39.7847,-100.4599
Edwards County,20047,Kansas,37.8876,-99.3122
Trego County,20195,Kansas,38.9143,-99.8728
Logan County,20109,Kansas,38.9173,-101.1484
Hitchcock County,31087,Nebraska,40.1763,-101.0423
Ziebach County,46137,South Dakota,44.9804,-101.6658
Aurora County,46003,South Dakota,43.718,-98.5616
Wayne County,49055,Utah,38.3243,-110.9039
Harmon County,40057,Oklahoma,34.7441,-99.8463
Morton County,20129,Kansas,37.1914,-101.7992
Gove County,20063,Kansas,38.9161,-100.483
Pawnee County,31133,Nebraska,40.1315,-96.2371
Cheyenne County,20023,Kansas,39.7858,-101.7312
Frontier County,31063,Nebraska,40.5301,-100.3942
Chase County,20017,Kansas,38.302,-96.5939
Butte County,16023,Idaho,43.7229,-113.1721
Webster County,13307,Georgia,32.0468,-84.5511
Hamilton County,20075,Kansas,37.9991,-101.7912
Haines Borough,2100,Alaska,59.1199,-135.5
McIntosh County,38051,North Dakota,46.1118,-99.4412
Sheridan County,20179,Kansas,39.3503,-100.4418
Wrangell City and Borough,2275,Alaska,56.3317,-132.0223
Hettinger County,38041,North Dakota,46.4325,-102.4603
Denali Borough,2068,Alaska,63.6714,-150.0118
Elk County,20049,Kansas,37.4537,-96.2441
Rawlins County,20153,Kansas,39.7852,-101.0757
Kiowa County,20097,Kansas,37.5582,-99.2861
Kidder County,38043,North Dakota,46.9801,-99.7801
Graham County,20065,Kansas,39.3497,-99.8832
Liberty County,30051,Montana,48.5617,-111.0246
Rich County,49033,Utah,41.6323,-111.2445
Renville County,38075,North Dakota,48.719,-101.6578
Niobrara County,56027,Wyoming,43.0565,-104.4754
Sanborn County,46111,South Dakota,44.0234,-98.0914
Greeley County,31077,Nebraska,41.5674,-98.5212
Grant County,38037,North Dakota,46.3583,-101.6397
McPherson County,46089,South Dakota,45.7664,-99.2214
Faulk County,46049,South Dakota,45.071,-99.1453
Griggs County,38039,North Dakota,47.4573,-98.237
Potter County,46107,South Dakota,45.0645,-99.9573
Sedgwick County,8115,Colorado,40.8759,-102.3518
Quitman County,13239,Georgia,31.8673,-85.0188
Divide County,38023,North Dakota,48.8149,-103.4872
Adams County,38001,North Dakota,46.0968,-102.5285
Eddy County,38027,North Dakota,47.7176,-98.9016
Garfield County,53023,Washington,46.4316,-117.5452
Jeff Davis County,48243,Texas,30.7154,-104.14
Miner County,46097,South Dakota,44.022,-97.6102
Highland County,51091,Virginia,38.3623,-79.5685
Towner County,38095,North Dakota,48.6855,-99.2458
Culberson County,48109,Texas,31.447,-104.5173
Dickens County,48125,Texas,33.6166,-100.7789
Cimarron County,40025,Oklahoma,36.7483,-102.5177
Burke County,38013,North Dakota,48.791,-102.5182
Robertson County,21201,Kentucky,38.5188,-84.052
Wheatland County,30107,Montana,46.4663,-109.8445
Hoonah-Angoon Census Area,2105,Alaska,58.2884,-135.643
Wichita County,20203,Kansas,38.4821,-101.3474
Oldham County,48359,Texas,35.405,-102.6029
Menard County,48327,Texas,30.8898,-99.8206
Keweenaw County,26083,Michigan,47.628,-88.4346
Garfield County,31071,Nebraska,41.9144,-98.9914
Mellette County,46095,South Dakota,43.5813,-100.76
Stanton County,20187,Kansas,37.563,-101.7842
Jerauld County,46073,South Dakota,44.0663,-98.6296
Clark County,20025,Kansas,37.2355,-99.8203
Buffalo County,46017,South Dakota,44.0763,-99.2049
Worth County,29227,Missouri,40.4791,-94.4221
Gosper County,31073,Nebraska,40.5148,-99.8307
Cheyenne County,8017,Colorado,38.8279,-102.6035
De Baca County,35011,New Mexico,34.3425,-104.412
Judith Basin County,30045,Montana,47.0455,-110.266
Oliver County,38065,North Dakota,47.1153,-101.3403
Armstrong County,48011,Texas,34.9649,-101.3574
Edwards County,48137,Texas,29.9827,-100.3047
Haakon County,46055,South Dakota,44.2944,-101.54
Dundy County,31057,Nebraska,40.1762,-101.688
Garden County,31069,Nebraska,41.6194,-102.3354
Dolores County,8033,Colorado,37.7517,-108.5174
Gilliam County,41021,Oregon,45.3782,-120.2108
Boyd County,31015,Nebraska,42.8997,-98.7665
Hodgeman County,20083,Kansas,38.0875,-99.8979
Piute County,49031,Utah,38.3367,-112.1273
Eureka County,32011,Nevada,39.9839,-116.2686
McCone County,30055,Montana,47.6452,-105.7954
Steele County,38091,North Dakota,47.4562,-97.7246
Golden Valley County,38033,North Dakota,46.9402,-103.8466
Meagher County,30059,Montana,46.5982,-110.8857
Deuel County,31049,Nebraska,41.1116,-102.3339
Comanche County,20033,Kansas,37.1913,-99.2718
Logan County,38047,North Dakota,46.4573,-99.4774
Daniels County,30019,Montana,48.7838,-105.5485
Sherman County,41055,Oregon,45.4052,-120.6894
Powder River County,30075,Montana,45.395,-105.6302
Cottle County,48101,Texas,34.0777,-100.2788
Taliaferro County,13265,Georgia,33.5661,-82.8788
Wallace County,20199,Kansas,38.9167,-101.7636
Irion County,48235,Texas,31.3039,-100.9824
Lane County,20101,Kansas,38.4813,-100.4664
Throckmorton County,48447,Texas,33.1775,-99.2124
Kiowa County,8061,Colorado,38.4327,-102.7403
Campbell County,46021,South Dakota,45.7712,-100.0516
Glasscock County,48173,Texas,31.8694,-101.5208
Hyde County,46069,South Dakota,44.5473,-99.4871
Rock County,31149,Nebraska,42.4213,-99.4499
Wheeler County,41069,Oregon,44.7261,-120.0276
Stonewall County,48433,Texas,33.1791,-100.2533
Motley County,48345,Texas,34.0741,-100.7798
Briscoe County,48045,Texas,34.5303,-101.2086
Jackson County,8057,Colorado,40.6664,-106.3428
Carter County,30011,Montana,45.5168,-104.5362
Skagway Municipality,2230,Alaska,59.563,-135.3363
Sioux County,31165,Nebraska,42.4877,-103.7589
Sheridan County,38083,North Dakota,47.5755,-100.3456
Sully County,46119,South Dakota,44.7156,-100.1322
Sterling County,48431,Texas,31.8279,-101.05
Issaquena County,28055,Mississippi,32.7414,-90.9892
Foard County,48155,Texas,33.9746,-99.778
Harding County,46063,South Dakota,45.5803,-103.4958
Prairie County,30079,Montana,46.8605,-105.378
Alpine County,6003,California,38.5972,-119.8207
Greeley County,20071,Kansas,38.4805,-101.806
Lake and Peninsula Borough,2164,Alaska,58.6547,-156.1892
Camas County,16025,Idaho,43.4633,-114.8058
Garfield County,30033,Montana,47.2776,-106.9929
Wibaux County,30109,Montana,46.9653,-104.249
Esmeralda County,32009,Nevada,37.7847,-117.6323
Terrell County,48443,Texas,30.225,-102.0765
Logan County,31113,Nebraska,41.5666,-100.4827
Hayes County,31085,Nebraska,40.5248,-101.0619
Billings County,38007,North Dakota,47.0236,-103.3763
Clark County,16033,Idaho,44.2839,-112.3512
Keya Paha County,31103,Nebraska,42.8789,-99.7124
Jones County,46075,South Dakota,43.9606,-100.6897
Mineral County,8079,Colorado,37.6689,-106.9241
Golden Valley County,30037,Montana,46.3812,-109.1751
Slope County,38087,North Dakota,46.4472,-103.4599
Roberts County,48393,Texas,35.8385,-100.8134
Hinsdale County,8053,Colorado,37.8215,-107.3003
Hooker County,31091,Nebraska,41.9161,-101.1353
Bristol Bay Borough,2060,Alaska,58.7439,-156.7
McMullen County,48311,Texas,28.3527,-98.5678
Kent County,48263,Texas,33.1814,-100.7776
Grant County,31075,Nebraska,41.915,-101.7405
Loup County,31115,Nebraska,41.9138,-99.4544
Wheeler County,31183,Nebraska,41.9148,-98.5282
Borden County,48033,Texas,32.7437,-101.4318
San Juan County,8111,Colorado,37.764,-107.6762
Banner County,31007,Nebraska,41.546,-103.7105
Treasure County,30103,Montana,46.2115,-107.2716
Yakutat City and Borough,2282,Alaska,59.8889,-140.3577
Daggett County,49009,Utah,40.8873,-109.5076
Thomas County,31171,Nebraska,41.9136,-100.5558
Blaine County,31009,Nebraska,41.9128,-99.9768
Petroleum County,30069,Montana,47.1176,-108.2502
Arthur County,31005,Nebraska,41.5689,-101.6958
Kalawao County,15005,Hawaii,21.1709,-156.9475
Harding County,35021,New Mexico,35.8579,-103.8202
McPherson County,31117,Nebraska,41.5682,-101.0604
Kenedy County,48261,Texas,26.9285,-97.7017
King County,48269,Texas,33.6165,-100.2558
Loving County,48301,Texas,31.8493,-103.58
